Perturbation	Apofrac1	Apofrac2	Apofrac3	Apofrac	Prolfrac1	Prolfrac2	Prolfrac3	Prolfrac4	Prolfrac
ER_transcription_2=1	1.0	1.0	0.037	0.5185	1.0	1.0	0.071	0.0	0.26775
ER_transcription=1	1.0	1.0	0.37	0.685	1.0	1.0	0.0	0.0	0.25
Proliferation_3=1	1.0	1.0	0.384	0.692	1.0	1.0	1.0	0.0	0.5
Proliferation_4=1	1.0	1.0	0.409	0.7045	1.0	1.0	0.0	1.0	1.0
Proliferation_2=1	1.0	1.0	0.421	0.7105	1.0	1.0	0.0	0.0	0.25
Proliferation=1	1.0	1.0	0.399	0.6995	1.0	1.0	0.0	0.0	0.25
cycD_CDK46_2=1	1.0	1.0	0.393	0.6965	1.0	1.0	0.568	0.0	0.392
Apoptosis_3=1	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.25
Apoptosis_2=1	1.0	1.0	0.396	0.698	1.0	1.0	0.0	0.0	0.25
Ipatasertib=1	1.0	1.0	0.397	0.6985	1.0	1.0	0.0	0.0	0.25
cycE_CDK2_T=1	1.0	1.0	0.392	0.696	1.0	1.0	0.0	0.0	0.25
Palbociclib=1	1.0	1.0	0.436	0.718	0.0	0.0	0.0	0.0	0.0
Translation=1	1.0	0.486	0.0	0.3715	1.0	1.0	1.0	0.0	0.5
Fulvestrant=1	1.0	1.0	0.678	0.839	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=1	1.0	1.0	0.403	0.7015	1.0	1.0	0.0	0.0	0.25
Trametinib=1	1.0	1.0	0.387	0.6935	1.0	1.0	0.0	0.0	0.25
Everolimus=1	1.0	1.0	0.466	0.733	1.0	1.0	0.0	0.0	0.25
Apoptosis=1	1.0	1.0	0.411	0.7055	1.0	1.0	0.0	0.0	0.25
p21_p27_T=1	1.0	1.0	0.379	0.6895	1.0	1.0	0.0	0.0	0.25
mTORC2_pm=1	1.0	1.0	0.384	0.692	1.0	1.0	0.0	0.0	0.25
Neratinib=1	1.0	1.0	0.392	0.696	1.0	1.0	0.0	0.0	0.25
Alpelisib=1	1.0	1.0	0.431	0.7155	1.0	1.0	0.0	0.0	0.25
cycE_CDK2=1	1.0	1.0	0.376	0.688	1.0	1.0	1.0	0.0	0.5
cyclinD_2=1	1.0	1.0	0.443	0.7215	1.0	1.0	0.472	0.0	0.368
HER2_3_2=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
FOXO3_Ub=1	1.0	0.354	0.0	0.3385	1.0	0.0	0.0	0.0	0.125
IGF1R_T=1	1.0	1.0	0.408	0.704	1.0	1.0	0.0	0.0	0.25
IGF1R_2=1	1.0	1.0	0.418	0.709	1.0	1.0	0.0	0.0	0.25
p21_p27=1	1.0	1.0	0.389	0.6945	1.0	1.0	0.0	0.0	0.25
cyclinD=1	1.0	1.0	0.393	0.6965	1.0	1.0	0.0	0.0	0.25
PDK1_pm=1	1.0	1.0	0.418	0.709	1.0	1.0	0.0	0.0	0.25
HER3_T=1	1.0	1.0	0.385	0.6925	1.0	1.0	0.0	0.0	0.25
PIP3_2=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
HER3_2=1	1.0	1.0	0.395	0.6975	1.0	1.0	0.0	0.0	0.25
SGK1_T=1	1.0	1.0	0.42	0.71	1.0	1.0	0.0	0.0	0.25
mTORC1=1	1.0	0.53	0.0	0.3825	1.0	1.0	1.0	0.0	0.5
mTORC2=1	1.0	1.0	0.402	0.701	1.0	1.0	0.0	0.0	0.25
ESR1_2=1	1.0	1.0	0.317	0.6585	1.0	1.0	0.0	0.0	0.25
HER2_3=1	1.0	1.0	0.411	0.7055	1.0	1.0	0.0	0.0	0.25
MAPK_2=1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.25
PRAS40=1	1.0	1.0	0.367	0.6835	1.0	1.0	0.0	0.0	0.25
BCL2_T=1	1.0	1.0	0.049	0.5245	1.0	1.0	0.0	0.0	0.25
PI3K_2=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
BIM_T=1	1.0	1.0	0.441	0.7205	1.0	1.0	0.0	0.0	0.25
MYC_2=1	1.0	1.0	0.396	0.698	1.0	1.0	0.223	0.0	0.30575
CDK46=1	1.0	1.0	0.387	0.6935	1.0	1.0	0.0	0.0	0.25
EIF4F=1	1.0	1.0	0.413	0.7065	1.0	1.0	0.0	0.0	0.25
FOXO3=1	1.0	1.0	0.337	0.6685	1.0	1.0	0.0	0.0	0.25
KMT2D=1	1.0	1.0	0.402	0.701	1.0	1.0	0.0	0.0	0.25
E2F_3=1	1.0	1.0	0.389	0.6945	1.0	1.0	1.0	0.0	0.5
E2F_2=1	1.0	1.0	0.403	0.7015	1.0	1.0	0.0	0.0	0.25
pRb_3=1	1.0	1.0	0.386	0.693	1.0	1.0	1.0	0.0	0.5
pRb_2=1	1.0	1.0	0.389	0.6945	1.0	1.0	0.0	0.0	0.25
RAS_3=1	1.0	1.0	0.398	0.699	1.0	1.0	0.0	0.0	0.25
RAS_2=1	1.0	1.0	0.414	0.707	1.0	1.0	0.0	0.0	0.25
IGF1R=1	1.0	1.0	0.392	0.696	1.0	1.0	0.0	0.0	0.25
FOXA1=1	1.0	1.0	0.329	0.6645	1.0	1.0	0.001	0.0	0.25025
HER3=1	1.0	1.0	0.395	0.6975	1.0	1.0	0.0	0.0	0.25
HER2=1	1.0	0.989	0.59	0.793	1.0	0.647	0.27	0.042	0.299125
BCL2=1	1.0	1.0	0.0	0.5	1.0	1.0	0.0	0.0	0.25
PBX1=1	1.0	1.0	0.408	0.704	1.0	1.0	0.0	0.0	0.25
ESR1=1	1.0	1.0	0.369	0.6845	1.0	1.0	0.001	0.0	0.25025
MCL1=1	1.0	0.525	0.0	0.38125	1.0	1.0	0.0	0.0	0.25
SGK1=1	1.0	0.0	0.0	0.25	1.0	1.0	0.0	0.0	0.25
PIP3=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
MAPK=1	1.0	0.0	0.0	0.25	1.0	1.0	0.0	0.0	0.25
PDK1=1	1.0	1.0	0.39	0.695	1.0	1.0	0.0	0.0	0.25
PI3K=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
PTEN=1	1.0	1.0	0.413	0.7065	1.0	1.0	0.0	0.0	0.25
PIM=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
AKT=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
S6K=1	1.0	1.0	0.403	0.7015	1.0	1.0	0.0	0.0	0.25
BIM=1	1.0	1.0	0.411	0.7055	1.0	1.0	0.0	0.0	0.25
BAD=1	1.0	1.0	0.406	0.703	1.0	1.0	0.0	0.0	0.25
E2F=1	1.0	1.0	0.399	0.6995	1.0	1.0	0.0	0.0	0.25
pRb=1	1.0	1.0	0.414	0.707	1.0	1.0	0.0	0.0	0.25
TSC=1	1.0	1.0	0.403	0.7015	1.0	1.0	0.0	0.0	0.25
MYC=1	1.0	1.0	0.421	0.7105	1.0	1.0	0.0	0.0	0.25
RAS=1	1.0	1.0	0.395	0.6975	1.0	1.0	0.0	0.0	0.25
ER=1	1.0	1.0	0.399	0.6995	1.0	1.0	0.0	0.0	0.25
