Perturbation	Apofrac1	Apofrac2	Apofrac3	Apofrac	Prolfrac1	Prolfrac2	Prolfrac3	Prolfrac4	Prolfrac
cycD_CDK46_2=0-Proliferation=1	1.0	1.0	0.403	0.7015	1.0	0.0	0.0	0.0	0.125
Apoptosis_3=0-ER_transcription_2=0	1.0	1.0	0.0	0.5	1.0	0.0	0.0	0.0	0.125
Apoptosis_3=0-ER_transcription=0	1.0	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
Apoptosis_3=0-Proliferation_3=0	1.0	1.0	0.0	0.5	1.0	1.0	0.0	0.0	0.25
Apoptosis_3=0-Proliferation_4=0	1.0	1.0	0.0	0.5	1.0	1.0	0.0	0.0	0.25
Apoptosis_3=0-Proliferation_2=0	1.0	1.0	0.0	0.5	1.0	0.0	0.0	0.0	0.125
Apoptosis_3=0-Proliferation=0	1.0	1.0	0.0	0.5	0.0	1.0	0.001	0.0	0.25025
Apoptosis_3=0-cycD_CDK46_2=0	1.0	1.0	0.0	0.5	1.0	0.0	0.0	0.0	0.125
Apoptosis_3=0-ER_transcription_2=1	1.0	1.0	0.0	0.5	1.0	1.0	0.07	0.0	0.2675
Apoptosis_3=0-ER_transcription=1	1.0	1.0	0.0	0.5	1.0	1.0	0.0	0.0	0.25
Apoptosis_3=0-Proliferation_3=1	1.0	1.0	0.0	0.5	1.0	1.0	1.0	0.0	0.5
Apoptosis_3=0-Proliferation_4=1	1.0	1.0	0.0	0.5	1.0	1.0	0.0	1.0	1.0
Apoptosis_3=0-Proliferation_2=1	1.0	1.0	0.0	0.5	1.0	1.0	0.0	0.0	0.25
Apoptosis_3=0-Proliferation=1	1.0	1.0	0.0	0.5	1.0	1.0	0.0	0.0	0.25
Apoptosis_3=0-cycD_CDK46_2=1	1.0	1.0	0.0	0.5	1.0	1.0	0.605	0.0	0.40125
Apoptosis_2=0-ER_transcription_2=0	1.0	0.0	0.674	0.7555	1.0	0.0	0.0	0.0	0.125
Apoptosis_2=0-ER_transcription=0	1.0	0.0	0.642	0.7315	0.0	0.0	0.0	0.0	0.0
Apoptosis_2=0-Proliferation_3=0	1.0	0.0	0.405	0.55375	1.0	1.0	0.0	0.0	0.25
Apoptosis_2=0-Proliferation_4=0	1.0	0.0	0.408	0.556	1.0	1.0	0.0	0.0	0.25
Apoptosis_2=0-Proliferation_2=0	1.0	0.0	0.379	0.53425	1.0	0.0	0.0	0.0	0.125
Apoptosis_2=0-Proliferation=0	1.0	0.0	0.391	0.54325	0.0	1.0	0.0	0.0	0.25
Apoptosis_2=0-cycD_CDK46_2=0	1.0	0.0	0.391	0.54325	1.0	0.0	0.0	0.0	0.125
Apoptosis_2=0-Apoptosis_3=0	1.0	0.0	0.0	0.25	1.0	1.0	0.0	0.0	0.25
Apoptosis_2=0-ER_transcription_2=1	1.0	0.0	0.03	0.2725	1.0	1.0	0.059	0.0	0.26475
Apoptosis_2=0-ER_transcription=1	1.0	0.0	0.408	0.556	1.0	1.0	0.0	0.0	0.25
Apoptosis_2=0-Proliferation_3=1	1.0	0.0	0.389	0.54175	1.0	1.0	1.0	0.0	0.5
Apoptosis_2=0-Proliferation_4=1	1.0	0.0	0.413	0.55975	1.0	1.0	0.0	1.0	1.0
Apoptosis_2=0-Proliferation_2=1	1.0	0.0	0.402	0.5515	1.0	1.0	0.0	0.0	0.25
Apoptosis_2=0-Proliferation=1	1.0	0.0	0.384	0.538	1.0	1.0	0.0	0.0	0.25
Apoptosis_2=0-cycD_CDK46_2=1	1.0	0.0	0.401	0.55075	1.0	1.0	0.572	0.0	0.393
Apoptosis_2=0-Apoptosis_3=1	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.25
Ipatasertib=0-ER_transcription_2=0	1.0	1.0	0.649	0.8245	1.0	0.0	0.0	0.0	0.125
Ipatasertib=0-ER_transcription=0	1.0	1.0	0.677	0.8385	0.0	0.0	0.0	0.0	0.0
Ipatasertib=0-Proliferation_3=0	1.0	1.0	0.399	0.6995	1.0	1.0	0.0	0.0	0.25
Ipatasertib=0-Proliferation_4=0	1.0	1.0	0.409	0.7045	1.0	1.0	0.0	0.0	0.25
Ipatasertib=0-Proliferation_2=0	1.0	1.0	0.39	0.695	1.0	0.0	0.0	0.0	0.125
Ipatasertib=0-Proliferation=0	1.0	1.0	0.409	0.7045	0.0	1.0	0.0	0.0	0.25
Ipatasertib=0-cycD_CDK46_2=0	1.0	1.0	0.397	0.6985	1.0	0.0	0.0	0.0	0.125
Ipatasertib=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	1.0	0.0	0.0	0.25
Ipatasertib=0-Apoptosis_2=0	1.0	0.0	0.381	0.53575	1.0	1.0	0.0	0.0	0.25
Ipatasertib=0-ER_transcription_2=1	1.0	1.0	0.033	0.5165	1.0	1.0	0.059	0.0	0.26475
Ipatasertib=0-ER_transcription=1	1.0	1.0	0.399	0.6995	1.0	1.0	0.0	0.0	0.25
Ipatasertib=0-Proliferation_3=1	1.0	1.0	0.407	0.7035	1.0	1.0	1.0	0.0	0.5
Ipatasertib=0-Proliferation_4=1	1.0	1.0	0.419	0.7095	1.0	1.0	0.0	1.0	1.0
Ipatasertib=0-Proliferation_2=1	1.0	1.0	0.405	0.7025	1.0	1.0	0.002	0.0	0.2505
Ipatasertib=0-Proliferation=1	1.0	1.0	0.397	0.6985	1.0	1.0	0.0	0.0	0.25
Ipatasertib=0-cycD_CDK46_2=1	1.0	1.0	0.416	0.708	1.0	1.0	0.558	0.0	0.3895
Ipatasertib=0-Apoptosis_3=1	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.25
Ipatasertib=0-Apoptosis_2=1	1.0	1.0	0.422	0.711	1.0	1.0	0.0	0.0	0.25
cycE_CDK2_T=0-ER_transcription_2=0	1.0	1.0	0.683	0.8415	1.0	0.0	0.0	0.0	0.125
cycE_CDK2_T=0-ER_transcription=0	1.0	1.0	0.68	0.84	0.0	0.0	0.0	0.0	0.0
cycE_CDK2_T=0-Proliferation_3=0	1.0	1.0	0.381	0.6905	1.0	1.0	0.0	0.0	0.25
cycE_CDK2_T=0-Proliferation_4=0	1.0	1.0	0.396	0.698	1.0	1.0	0.0	0.0	0.25
cycE_CDK2_T=0-Proliferation_2=0	1.0	1.0	0.424	0.712	1.0	0.0	0.0	0.0	0.125
cycE_CDK2_T=0-Proliferation=0	1.0	1.0	0.422	0.711	0.0	1.0	0.0	0.0	0.25
cycE_CDK2_T=0-cycD_CDK46_2=0	1.0	1.0	0.375	0.6875	1.0	0.0	0.0	0.0	0.125
cycE_CDK2_T=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	1.0	0.0	0.0	0.25
cycE_CDK2_T=0-Apoptosis_2=0	1.0	0.0	0.373	0.52975	1.0	1.0	0.0	0.0	0.25
cycE_CDK2_T=0-Ipatasertib=0	1.0	1.0	0.397	0.6985	1.0	1.0	0.0	0.0	0.25
cycE_CDK2_T=0-ER_transcription_2=1	1.0	1.0	0.041	0.5205	1.0	1.0	0.0	0.0	0.25
cycE_CDK2_T=0-ER_transcription=1	1.0	1.0	0.392	0.696	1.0	1.0	0.0	0.0	0.25
cycE_CDK2_T=0-Proliferation_3=1	1.0	1.0	0.397	0.6985	1.0	1.0	1.0	0.0	0.5
cycE_CDK2_T=0-Proliferation_4=1	1.0	1.0	0.384	0.692	1.0	1.0	0.0	1.0	1.0
cycE_CDK2_T=0-Proliferation_2=1	1.0	1.0	0.396	0.698	1.0	1.0	0.0	0.0	0.25
cycE_CDK2_T=0-Proliferation=1	1.0	1.0	0.406	0.703	1.0	1.0	0.0	0.0	0.25
cycE_CDK2_T=0-cycD_CDK46_2=1	1.0	1.0	0.402	0.701	1.0	1.0	0.133	0.0	0.28325
cycE_CDK2_T=0-Apoptosis_3=1	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.25
cycE_CDK2_T=0-Apoptosis_2=1	1.0	1.0	0.409	0.7045	1.0	1.0	0.0	0.0	0.25
cycE_CDK2_T=0-Ipatasertib=1	1.0	1.0	0.385	0.6925	1.0	1.0	0.0	0.0	0.25
Palbociclib=0-ER_transcription_2=0	1.0	1.0	0.666	0.833	1.0	0.0	0.0	0.0	0.125
Palbociclib=0-ER_transcription=0	1.0	1.0	0.637	0.8185	0.0	0.0	0.0	0.0	0.0
Palbociclib=0-Proliferation_3=0	1.0	1.0	0.401	0.7005	1.0	1.0	0.0	0.0	0.25
Palbociclib=0-Proliferation_4=0	1.0	1.0	0.395	0.6975	1.0	1.0	0.0	0.0	0.25
Palbociclib=0-Proliferation_2=0	1.0	1.0	0.404	0.702	1.0	0.0	0.0	0.0	0.125
Palbociclib=0-Proliferation=0	1.0	1.0	0.404	0.702	0.0	1.0	0.0	0.0	0.25
Palbociclib=0-cycD_CDK46_2=0	1.0	1.0	0.368	0.684	1.0	0.0	0.0	0.0	0.125
Palbociclib=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	1.0	0.0	0.0	0.25
Palbociclib=0-Apoptosis_2=0	1.0	0.0	0.42	0.565	1.0	1.0	0.0	0.0	0.25
Palbociclib=0-Ipatasertib=0	1.0	1.0	0.381	0.6905	1.0	1.0	0.0	0.0	0.25
Palbociclib=0-cycE_CDK2_T=0	1.0	1.0	0.408	0.704	1.0	1.0	0.0	0.0	0.25
Palbociclib=0-ER_transcription_2=1	1.0	1.0	0.044	0.522	1.0	1.0	0.076	0.0	0.269
Palbociclib=0-ER_transcription=1	1.0	1.0	0.407	0.7035	1.0	1.0	0.0	0.0	0.25
Palbociclib=0-Proliferation_3=1	1.0	1.0	0.403	0.7015	1.0	1.0	1.0	0.0	0.5
Palbociclib=0-Proliferation_4=1	1.0	1.0	0.423	0.7115	1.0	1.0	0.0	1.0	1.0
Palbociclib=0-Proliferation_2=1	1.0	1.0	0.374	0.687	1.0	1.0	0.0	0.0	0.25
Palbociclib=0-Proliferation=1	1.0	1.0	0.381	0.6905	1.0	1.0	0.0	0.0	0.25
Palbociclib=0-cycD_CDK46_2=1	1.0	1.0	0.422	0.711	1.0	1.0	0.578	0.0	0.3945
Palbociclib=0-Apoptosis_3=1	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.25
Palbociclib=0-Apoptosis_2=1	1.0	1.0	0.393	0.6965	1.0	1.0	0.0	0.0	0.25
Palbociclib=0-Ipatasertib=1	1.0	1.0	0.404	0.702	1.0	1.0	0.0	0.0	0.25
Palbociclib=0-cycE_CDK2_T=1	1.0	1.0	0.395	0.6975	1.0	1.0	0.0	0.0	0.25
Translation=0-ER_transcription_2=0	1.0	1.0	0.674	0.837	1.0	0.0	0.0	0.0	0.125
Translation=0-ER_transcription=0	1.0	1.0	0.66	0.83	0.0	0.0	0.0	0.0	0.0
Translation=0-Proliferation_3=0	1.0	1.0	0.457	0.7285	1.0	1.0	0.0	0.0	0.25
Translation=0-Proliferation_4=0	1.0	1.0	0.492	0.746	1.0	1.0	0.0	0.0	0.25
Translation=0-Proliferation_2=0	1.0	1.0	0.458	0.729	1.0	0.0	0.0	0.0	0.125
Translation=0-Proliferation=0	1.0	1.0	0.492	0.746	0.0	1.0	0.0	0.0	0.25
Translation=0-cycD_CDK46_2=0	1.0	1.0	0.477	0.7385	1.0	0.0	0.0	0.0	0.125
Translation=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	1.0	0.0	0.0	0.25
Translation=0-Apoptosis_2=0	1.0	0.0	0.501	0.62575	1.0	1.0	0.0	0.0	0.25
Translation=0-Ipatasertib=0	1.0	1.0	0.477	0.7385	1.0	1.0	0.0	0.0	0.25
Translation=0-cycE_CDK2_T=0	1.0	1.0	0.456	0.728	1.0	1.0	0.0	0.0	0.25
Translation=0-Palbociclib=0	1.0	1.0	0.487	0.7435	1.0	1.0	0.0	0.0	0.25
Translation=0-ER_transcription_2=1	1.0	1.0	0.064	0.532	1.0	1.0	0.064	0.0	0.266
Translation=0-ER_transcription=1	1.0	1.0	0.494	0.747	1.0	1.0	0.0	0.0	0.25
Translation=0-Proliferation_3=1	1.0	1.0	0.508	0.754	1.0	1.0	1.0	0.0	0.5
Translation=0-Proliferation_4=1	1.0	1.0	0.47	0.735	1.0	1.0	0.0	1.0	1.0
Translation=0-Proliferation_2=1	1.0	1.0	0.468	0.734	1.0	1.0	0.0	0.0	0.25
Translation=0-Proliferation=1	1.0	1.0	0.483	0.7415	1.0	1.0	0.0	0.0	0.25
Translation=0-cycD_CDK46_2=1	1.0	1.0	0.476	0.738	1.0	1.0	0.568	0.0	0.392
Translation=0-Apoptosis_3=1	1.0	1.0	1.0	1.0	1.0	1.0	0.001	0.0	0.25025
Translation=0-Apoptosis_2=1	1.0	1.0	0.457	0.7285	1.0	1.0	0.0	0.0	0.25
Translation=0-Ipatasertib=1	1.0	1.0	0.47	0.735	1.0	0.999	0.0	0.0	0.249875
Translation=0-cycE_CDK2_T=1	1.0	1.0	0.471	0.7355	1.0	1.0	0.0	0.0	0.25
Translation=0-Palbociclib=1	1.0	1.0	0.503	0.7515	0.0	0.0	0.0	0.0	0.0
Fulvestrant=0-ER_transcription_2=0	1.0	1.0	0.682	0.841	1.0	0.0	0.0	0.0	0.125
Fulvestrant=0-ER_transcription=0	1.0	1.0	0.664	0.832	0.0	0.0	0.0	0.0	0.0
Fulvestrant=0-Proliferation_3=0	1.0	1.0	0.39	0.695	1.0	1.0	0.0	0.0	0.25
Fulvestrant=0-Proliferation_4=0	1.0	1.0	0.411	0.7055	1.0	1.0	0.0	0.0	0.25
Fulvestrant=0-Proliferation_2=0	1.0	1.0	0.406	0.703	1.0	0.0	0.0	0.0	0.125
Fulvestrant=0-Proliferation=0	1.0	1.0	0.39	0.695	0.0	1.0	0.0	0.0	0.25
Fulvestrant=0-cycD_CDK46_2=0	1.0	1.0	0.393	0.6965	1.0	0.0	0.0	0.0	0.125
Fulvestrant=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	1.0	0.0	0.0	0.25
Fulvestrant=0-Apoptosis_2=0	1.0	0.0	0.403	0.55225	1.0	1.0	0.0	0.0	0.25
Fulvestrant=0-Ipatasertib=0	1.0	1.0	0.421	0.7105	1.0	1.0	0.0	0.0	0.25
Fulvestrant=0-cycE_CDK2_T=0	1.0	1.0	0.422	0.711	1.0	1.0	0.0	0.0	0.25
Fulvestrant=0-Palbociclib=0	1.0	1.0	0.45	0.725	1.0	1.0	0.0	0.0	0.25
Fulvestrant=0-Translation=0	1.0	1.0	0.48	0.74	1.0	0.999	0.0	0.0	0.249875
Fulvestrant=0-ER_transcription_2=1	1.0	1.0	0.045	0.5225	1.0	1.0	0.071	0.0	0.26775
Fulvestrant=0-ER_transcription=1	1.0	1.0	0.384	0.692	1.0	1.0	0.0	0.0	0.25
Fulvestrant=0-Proliferation_3=1	1.0	1.0	0.389	0.6945	1.0	1.0	1.0	0.0	0.5
Fulvestrant=0-Proliferation_4=1	1.0	1.0	0.399	0.6995	1.0	1.0	0.0	1.0	1.0
Fulvestrant=0-Proliferation_2=1	1.0	1.0	0.402	0.701	1.0	1.0	0.001	0.0	0.25025
Fulvestrant=0-Proliferation=1	1.0	1.0	0.402	0.701	1.0	1.0	0.0	0.0	0.25
Fulvestrant=0-cycD_CDK46_2=1	1.0	1.0	0.387	0.6935	1.0	1.0	0.579	0.0	0.39475
Fulvestrant=0-Apoptosis_3=1	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.25
Fulvestrant=0-Apoptosis_2=1	1.0	1.0	0.407	0.7035	1.0	1.0	0.0	0.0	0.25
Fulvestrant=0-Ipatasertib=1	1.0	1.0	0.413	0.7065	1.0	1.0	0.0	0.0	0.25
Fulvestrant=0-cycE_CDK2_T=1	1.0	1.0	0.38	0.69	1.0	1.0	0.0	0.0	0.25
Fulvestrant=0-Palbociclib=1	1.0	1.0	0.388	0.694	0.0	0.0	0.0	0.0	0.0
Fulvestrant=0-Translation=1	1.0	0.523	0.0	0.38075	1.0	1.0	1.0	0.001	0.5005
cycD_CDK46=0-ER_transcription_2=0	1.0	1.0	0.677	0.8385	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-ER_transcription=0	1.0	1.0	0.667	0.8335	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Proliferation_3=0	1.0	1.0	0.401	0.7005	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Proliferation_4=0	1.0	1.0	0.401	0.7005	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Proliferation_2=0	1.0	1.0	0.407	0.7035	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Proliferation=0	1.0	1.0	0.377	0.6885	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-cycD_CDK46_2=0	1.0	1.0	0.399	0.6995	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Apoptosis_2=0	1.0	0.0	0.367	0.52525	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Ipatasertib=0	1.0	1.0	0.379	0.6895	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-cycE_CDK2_T=0	1.0	1.0	0.41	0.705	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Palbociclib=0	1.0	1.0	0.41	0.705	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Translation=0	1.0	1.0	0.484	0.742	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Fulvestrant=0	1.0	1.0	0.395	0.6975	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-ER_transcription_2=1	1.0	1.0	0.033	0.5165	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-ER_transcription=1	1.0	1.0	0.403	0.7015	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Proliferation_3=1	1.0	1.0	0.404	0.702	0.0	0.0	1.0	0.0	0.5
cycD_CDK46=0-Proliferation_4=1	1.0	1.0	0.418	0.709	0.0	0.0	0.0	1.0	1.0
cycD_CDK46=0-Proliferation_2=1	1.0	1.0	0.389	0.6945	0.0	1.0	0.0	0.0	0.25
cycD_CDK46=0-Proliferation=1	1.0	1.0	0.409	0.7045	1.0	0.0	0.0	0.0	0.125
cycD_CDK46=0-cycD_CDK46_2=1	1.0	1.0	0.439	0.7195	1.0	1.0	0.577	0.0	0.39425
cycD_CDK46=0-Apoptosis_3=1	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Apoptosis_2=1	1.0	1.0	0.418	0.709	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Ipatasertib=1	1.0	1.0	0.412	0.706	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-cycE_CDK2_T=1	1.0	1.0	0.401	0.7005	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Palbociclib=1	1.0	1.0	0.386	0.693	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Translation=1	1.0	0.492	0.0	0.373	1.0	1.0	0.0	0.0	0.25
cycD_CDK46=0-Fulvestrant=1	1.0	1.0	0.662	0.831	0.0	0.0	0.0	0.0	0.0
Trametinib=0-ER_transcription_2=0	1.0	1.0	0.665	0.8325	1.0	0.0	0.0	0.0	0.125
Trametinib=0-ER_transcription=0	1.0	1.0	0.654	0.827	0.0	0.0	0.0	0.0	0.0
Trametinib=0-Proliferation_3=0	1.0	1.0	0.394	0.697	1.0	1.0	0.0	0.0	0.25
Trametinib=0-Proliferation_4=0	1.0	1.0	0.392	0.696	1.0	1.0	0.0	0.0	0.25
Trametinib=0-Proliferation_2=0	1.0	1.0	0.428	0.714	1.0	0.0	0.0	0.0	0.125
Trametinib=0-Proliferation=0	1.0	1.0	0.403	0.7015	0.0	1.0	0.0	0.0	0.25
Trametinib=0-cycD_CDK46_2=0	1.0	1.0	0.411	0.7055	1.0	0.0	0.0	0.0	0.125
Trametinib=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	1.0	0.0	0.0	0.25
Trametinib=0-Apoptosis_2=0	1.0	0.0	0.431	0.57325	1.0	1.0	0.0	0.0	0.25
Trametinib=0-Ipatasertib=0	1.0	1.0	0.44	0.72	1.0	1.0	0.0	0.0	0.25
Trametinib=0-cycE_CDK2_T=0	1.0	1.0	0.37	0.685	1.0	1.0	0.0	0.0	0.25
Trametinib=0-Palbociclib=0	1.0	1.0	0.399	0.6995	1.0	1.0	0.0	0.0	0.25
Trametinib=0-Translation=0	1.0	1.0	0.48	0.74	1.0	1.0	0.0	0.0	0.25
Trametinib=0-Fulvestrant=0	1.0	1.0	0.419	0.7095	1.0	1.0	0.0	0.0	0.25
Trametinib=0-cycD_CDK46=0	1.0	1.0	0.386	0.693	0.0	0.0	0.0	0.0	0.0
Trametinib=0-ER_transcription_2=1	1.0	1.0	0.037	0.5185	1.0	1.0	0.053	0.0	0.26325
Trametinib=0-ER_transcription=1	1.0	1.0	0.416	0.708	1.0	1.0	0.0	0.0	0.25
Trametinib=0-Proliferation_3=1	1.0	1.0	0.419	0.7095	1.0	1.0	1.0	0.0	0.5
Trametinib=0-Proliferation_4=1	1.0	1.0	0.388	0.694	1.0	1.0	0.0	1.0	1.0
Trametinib=0-Proliferation_2=1	1.0	1.0	0.399	0.6995	1.0	1.0	0.0	0.0	0.25
Trametinib=0-Proliferation=1	1.0	1.0	0.403	0.7015	1.0	1.0	0.0	0.0	0.25
Trametinib=0-cycD_CDK46_2=1	1.0	1.0	0.41	0.705	1.0	1.0	0.58	0.0	0.395
Trametinib=0-Apoptosis_3=1	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.25
Trametinib=0-Apoptosis_2=1	1.0	1.0	0.389	0.6945	1.0	1.0	0.0	0.0	0.25
Trametinib=0-Ipatasertib=1	1.0	1.0	0.402	0.701	1.0	1.0	0.0	0.0	0.25
Trametinib=0-cycE_CDK2_T=1	1.0	1.0	0.403	0.7015	1.0	1.0	0.0	0.0	0.25
Trametinib=0-Palbociclib=1	1.0	1.0	0.407	0.7035	0.0	0.0	0.0	0.0	0.0
Trametinib=0-Translation=1	1.0	0.52	0.0	0.38	1.0	1.0	1.0	0.0	0.5
Trametinib=0-Fulvestrant=1	1.0	1.0	0.668	0.834	0.0	0.0	0.0	0.0	0.0
Trametinib=0-cycD_CDK46=1	1.0	1.0	0.405	0.7025	1.0	1.0	0.0	0.0	0.25
Everolimus=0-ER_transcription_2=0	1.0	1.0	0.688	0.844	1.0	0.0	0.0	0.0	0.125
Everolimus=0-ER_transcription=0	1.0	1.0	0.652	0.826	0.0	0.0	0.0	0.0	0.0
Everolimus=0-Proliferation_3=0	1.0	1.0	0.404	0.702	1.0	1.0	0.0	0.0	0.25
Everolimus=0-Proliferation_4=0	1.0	1.0	0.424	0.712	1.0	1.0	0.0	0.0	0.25
Everolimus=0-Proliferation_2=0	1.0	1.0	0.417	0.7085	1.0	0.0	0.0	0.0	0.125
